Khóa,Mã ngành,Tên ngành,Chương trình đào tạo,Mã học phần,Tên học phần,Số tín chỉ
50,7480103,Kỹ thuật phần mềm,Đại trà,TC030,Bóng rổ 3,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC011,Cầu lông 1,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC012,Cầu lông 2,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC023,Cầu lông 3,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC025,Cờ vua 1,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC026,Cờ vua 2,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC027,Cờ vua 3,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC001,Điền kinh 1,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC002,Điền kinh 2,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC024,Điền kinh 3,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC003,Taekwondo 1,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC004,Taekwondo 2,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC019,Taekwondo 3,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC031,Tennis 1,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC032,Tennis 2,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC033,Tennis 3,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC016,Thể dục nhịp điệu 1,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC017,Thể dục nhịp điệu 2,1
50,7480103,Kỹ thuật phần mềm,Đại trà,TC018,Thể dục nhịp điệu 3,1
50,7480103,Kỹ thuật phần mềm,Đại trà,XH023,Anh văn căn bản 1,4
50,7480103,Kỹ thuật phần mềm,Đại trà,XH024,Anh văn căn bản 2,3
50,7480103,Kỹ thuật phần mềm,Đại trà,XH025,Anh văn căn bản 3,3
50,7480103,Kỹ thuật phần mềm,Đại trà,XH031,Anh văn tăng cường 1,4
50,7480103,Kỹ thuật phần mềm,Đại trà,XH032,Anh văn tăng cường 2,3
50,7480103,Kỹ thuật phần mềm,Đại trà,XH033,Anh văn tăng cường 3,3
50,7480103,Kỹ thuật phần mềm,Đại trà,FL001,Pháp văn căn bản 1,4
50,7480103,Kỹ thuật phần mềm,Đại trà,FL002,Pháp văn căn bản 2,3
50,7480103,Kỹ thuật phần mềm,Đại trà,FL003,Pháp văn căn bản 3,3
50,7480103,Kỹ thuật phần mềm,Đại trà,FL007,Pháp văn tăng cường 1,4
50,7480103,Kỹ thuật phần mềm,Đại trà,FL008,Pháp văn tăng cường 2,3
50,7480103,Kỹ thuật phần mềm,Đại trà,FL009,Pháp văn tăng cường 3,3
50,7480103,Kỹ thuật phần mềm,Đại trà,ML014,Triết học Mác - Lênin,3
50,7480103,Kỹ thuật phần mềm,Đại trà,ML016,Kinh tế chính trị Mác - Lênin,2
50,7480103,Kỹ thuật phần mềm,Đại trà,ML018,Chủ nghĩa xã hội khoa học,2
50,7480103,Kỹ thuật phần mềm,Đại trà,ML019,Lịch sử Đảng Cộng sản Việt Nam,2
50,7480103,Kỹ thuật phần mềm,Đại trà,ML021,Tư tưởng Hồ Chí Minh,2
50,7480103,Kỹ thuật phần mềm,Đại trà,KL001E,Pháp luật đại cương,2
50,7480103,Kỹ thuật phần mềm,Đại trà,ML007,Logic học đại cương,2
50,7480103,Kỹ thuật phần mềm,Đại trà,XH028,Xã hội học đại cương,2
50,7480103,Kỹ thuật phần mềm,Đại trà,XH011,Cơ sở văn hóa Việt Nam,2
50,7480103,Kỹ thuật phần mềm,Đại trà,XH012,Tiếng Việt thực hành,2
50,7480103,Kỹ thuật phần mềm,Đại trà,XH014,Văn bản và lưu trữ học đại cương,2
50,7480103,Kỹ thuật phần mềm,Đại trà,KN001E,Kỹ năng mềm,2
50,7480103,Kỹ thuật phần mềm,Đại trà,KN002E,Đổi mới sáng tạo và khởi nghiệp,2
50,7480103,Kỹ thuật phần mềm,Đại trà,TN001,Vi - Tích phân A1,3
50,7480103,Kỹ thuật phần mềm,Đại trà,TN002,Vi - Tích phân A2,4
50,7480103,Kỹ thuật phần mềm,Đại trà,TN010,Xác suất thống kê,3
50,7480103,Kỹ thuật phần mềm,Đại trà,TN012,Đại số tuyến tính và hình học,4
50,7480103,Kỹ thuật phần mềm,Đại trà,CT100,Kỹ năng học đại học,2
50,7480103,Kỹ thuật phần mềm,Đại trà,CT200,Nền tảng công nghệ thông tin,4
50,7480103,Kỹ thuật phần mềm,Đại trà,CT172,Toán rời rạc,4
50,7480103,Kỹ thuật phần mềm,Đại trà,CT101,Lập trình căn bản A,4
50,7480103,Kỹ thuật phần mềm,Đại trà,CT177,Cấu trúc dữ liệu,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT175,Lý thuyết đồ thị,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT174,Phân tích và thiết kế thuật toán,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT180,Cơ sở dữ liệu,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT173,Kiến trúc máy tính,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT178,Nguyên lý hệ điều hành,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT112,Mạng máy tính,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT176,Lập trình hướng đối tượng,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT296,Phân tích và thiết kế hệ thống thông tin,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT182,Ngôn ngữ mô hình hóa,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT179,Quản trị hệ thống,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT188,Nhập môn lập trình Web,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT190,Nhập môn trí tuệ nhân tạo,2
50,7480103,Kỹ thuật phần mềm,Đại trà,CT189,Nhập môn mô phỏng,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT295,Nền tảng phần mềm nhúng và IoT,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT460,Quản lý quy trình nghiệp vụ,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT113,Nhập môn công nghệ phần mềm,2
50,7480103,Kỹ thuật phần mềm,Đại trà,CT239E,Niên luận cơ sở ngành KTPM,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT240,Nguyên lý xây dựng phần mềm,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT241,Phân tích yêu cầu phần mềm,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT242,Kiến trúc và Thiết kế phần mềm,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT243,Đảm bảo chất lượng và Kiểm thử phần mềm,4
50,7480103,Kỹ thuật phần mềm,Đại trà,CT244,Bảo trì phần mềm,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT223,Quản lý dự án phần mềm,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT287,Kiểm chứng mô hình,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT250E,Niên luận ngành Kỹ thuật phần mềm,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT458E,Thực tập doanh nghiệp - KTPM,5
50,7480103,Kỹ thuật phần mềm,Đại trà,CT276,Lập trình Java,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT246,Lập trình .NET,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT449,Phát triển ứng dụng web,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT483,Chuyên đề lập trình trên di động,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT487,Học sâu cho công nghệ phần mềm,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT446,Ngôn ngữ lập trình mô phỏng,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT553E,Luận văn tốt nghiệp - KTPM,15
50,7480103,Kỹ thuật phần mềm,Đại trà,CT505E,Tiểu luận tốt nghiệp - KTPM,6
50,7480103,Kỹ thuật phần mềm,Đại trà,CT457,Phát triển phần mềm nhúng và IoT,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT288,Kiến trúc phần mềm theo mô hình Client-Server,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT202,Nguyên lý máy học,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT254,"Bảo mật, an toàn hệ thống thông tin",3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT207,Phát triển phần mềm mã nguồn mở,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT233,Điện toán đám mây,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT258,Phát triển hệ thống thương mại điện tử,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT205,Quản trị cơ sở dữ liệu,3
50,7480103,Kỹ thuật phần mềm,Đại trà,CT255,Nghiệp vụ thông minh,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,FL010H,Nghe nói và ngữ âm thực hành,4
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,FL011H,Đọc hiểu,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,FL012H,Viết,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,FL013H,Ngữ pháp ứng dụng,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,FL014H,Kỹ năng thuyết trình,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,QP010E,Giáo dục quốc phòng và An ninh 1,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,QP011E,Giáo dục quốc phòng và An ninh 2,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,QP012,Giáo dục quốc phòng và An ninh 3,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,QP013,Giáo dục quốc phòng và An ninh 4,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC009,Bóng bàn 1,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC010,Bóng bàn 2,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC022,Bóng bàn 3,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC005,Bóng chuyền 1,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC006,Bóng chuyền 2,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC020,Bóng chuyền 3,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC007,Bóng đá 1,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC008,Bóng đá 2,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC021,Bóng đá 3,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC028,Bóng rổ 1,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC029,Bóng rổ 2,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC030,Bóng rổ 3,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC011,Cầu lông 1,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC012,Cầu lông 2,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC023,Cầu lông 3,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC025,Cờ vua 1,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC026,Cờ vua 2,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC027,Cờ vua 3,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC001,Điền kinh 1,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC002,Điền kinh 2,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC024,Điền kinh 3,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC003,Taekwondo 1,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC004,Taekwondo 2,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC019,Taekwondo 3,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC031,Tennis 1,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC032,Tennis 2,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC033,Tennis 3,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC016,Thể dục nhịp điệu 1,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC017,Thể dục nhịp điệu 2,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,TC018,Thể dục nhịp điệu 3,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,ML014,Triết học Mác - Lênin,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,ML016,Kinh tế chính trị Mác - Lênin,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,ML018,Chủ nghĩa xã hội khoa học,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,ML019,Lịch sử Đảng Cộng sản Việt Nam,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,ML021,Tư tưởng Hồ Chí Minh,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,KL001E,Pháp luật đại cương,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,ML007,Logic học đại cương,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,XH028,Xã hội học đại cương,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,XH011E,Cơ sở văn hóa Việt Nam,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,XH012,Tiếng Việt thực hành,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,XH014,Văn bản và lưu trữ học đại cương,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,KN001E,Kỹ năng mềm,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT052H,Đại số tuyến tính và hình học,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT053H,Xác suất thống kê,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT051H,Vi - Tích phân,4
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT103H,Nền tảng công nghệ thông tin,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT054H,Lập trình căn bản A,4
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT111H,Kỹ năng học đại học,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT101H,Toán cho khoa học máy tính,4
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT177H,Cấu trúc dữ liệu,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT104H,Nguyên lý hệ điều hành,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT113H,Cơ sở dữ liệu NoSQL,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT106H,Mạng máy tính,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT114H,Nhập môn công nghệ phần mềm,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT108H,Lập trình hướng đối tượng,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT109H,Phân tích và thiết kế thuật toán,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT110H,Cơ sở dữ liệu,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT112H,Phân tích và thiết kế hệ thống,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT203H,Quản lý dự án phần mềm,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT173H,Kiến trúc máy tính,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT175H,Lý thuyết đồ thị,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT217H,Phân tích và Thiết kế phần mềm,4
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT218H,Lập trình ứng dụng với Java,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT219H,Lập trình ứng dụng với .NET,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT214H,Lập trình Web,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT220H,Lập trình di động đa nền tảng,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT243H,Đảm bảo chất lượng và Kiểm thử phần mềm,4
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT244H,Bảo trì phần mềm,2
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT287H,Kiểm chứng mô hình,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT221H,Nguyên lý hệ quản trị cơ sở dữ liệu,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT239H,Niên luận cơ sở ngành,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT250H,Niên luận chuyên ngành,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT222H,Nền tảng phát triển ứng dụng,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT474H,Thực tập doanh nghiệp - KTPM,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT594H,Luận văn tốt nghiệp - KTPMCLC,15
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT223H,Nền tảng Trí tuệ nhân tạo,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT295H,Nền tảng phần mềm nhúng và IoT,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT224H,Phân tích dữ liệu lớn,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT305H,Lập trình mạng,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT228H,Nền tảng An ninh mạng,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT226H,Lập trình trí tuệ nhân tạo với Python,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT227H,Máy học và ứng dụng,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT255H,Nghiệp vụ thông minh,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT225H,Lập trình song song với CUDA,3
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT055H,Kỹ năng giao tiếp,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT056H,Kỹ năng thuyết trình,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT509H,Kỹ năng tư duy phản biện,1
50,7480103C,Kỹ thuật phần mềm (chương trình chất lượng cao),Chất lượng cao,CT191,Luật công nghệ thông tin và đạo đức nghề nghiệp,1
50,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,QP010E,Giáo dục quốc phòng và An ninh 1,2
50,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,QP011E,Giáo dục quốc phòng và An ninh 2,2
50,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,QP012,Giáo dục quốc phòng và An ninh 3,2
50,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,QP013,Giáo dục quốc phòng và An ninh 4,2
50,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,TC009,Bóng bàn 1,1
50,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,TC010,Bóng bàn 2,1
50,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,TC022,Bóng bàn 3,1
50,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,TC005,Bóng chuyền 1,1
50,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,TC006,Bóng chuyền 2,1
50,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,TC020,Bóng chuyền 3,1
50,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,TC007,Bóng đá 1,1
50,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,TC008,Bóng đá 2,1
50,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,TC021,Bóng đá 3,1
50,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,TC028,Bóng rổ 1,1
50,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,TC029,Bóng rổ 2,1
50,7480102,Mạng máy tính và truyền thông dữ liệu,Đại trà,TC030,Bóng rổ 3,1
